Symbol,Shares,Trade Price,Trade Date,Shares Outstanding,Open Price,Close Price,Avg daily Volume,Side,Broker
TGT  ,806306,73.121697,12/3/2014,636523279.8,72.61,73.81,6699986,sell,Calvin
TGTX ,174633,14.498149,12/3/2014,43924659.27,14.37,14.65,805727,sell,Calvin
THC  ,2003,47.172453,12/3/2014,97400497.39,46.88,47.34,1300677,sell,Calvin
THG  ,1430,71.6395,12/3/2014,43802938.76,71.37,71.67,91299,sell,Calvin
THI  ,79762,83.464168,12/3/2014,130809450.8,81.62,83.96,2964212,sell,Calvin
THKLY,3000,12.394,12/3/2014,263283750.9,99,99,3697449,sell,Calvin
THLD ,41921,2.928706,12/3/2014,62996133.97,2.88,2.96,532755,sell,Calvin
THM  ,839,0.386862,12/3/2014,96367232.23,0.3786,0.3953,79513,sell,Calvin
THO  ,2267,57.828913,12/3/2014,51260650.75,56.15,58.1,437396,sell,Calvin
THOR ,126152,31.657619,12/3/2014,54856864.72,31.33,31.94,462771,sell,Calvin
THR  ,40450,24.76291,12/3/2014,31429153.75,24.235,24.89,123450,sell,Calvin
THRM ,3721,36.855,12/3/2014,35262175.1,36.405,36.59,346135,sell,Calvin
THRX ,11334,13.5465,12/3/2014,115202866.3,13.21,13.82,1060445,sell,Calvin
THS  ,9361,83.860156,12/3/2014,41444440.71,83.44,84.82,529138,sell,Calvin
TIBX ,3171,24.02875,12/3/2014,163799334.3,24.02,24.03,4622648,sell,Calvin
TICC ,100,8.68,12/3/2014,59940778.69,8.68,8.68,418592,sell,Calvin
TIF  ,9126,107.110083,12/3/2014,129680231.7,106.51,107.4,1502394,sell,Calvin
TILE ,26203,15.086404,12/3/2014,64986502.03,14.89,15.18,294331,sell,Calvin
TILT ,42544,87.858888,12/3/2014,8564894.452,87.62,88.05,23317,sell,Calvin
TIME ,291790,24.366554,12/3/2014,108477074.9,22.41,24.56,860705,sell,Calvin
TIP  ,2052,112.40087,12/3/2014,110020788.9,112.32,112.41,1013124,sell,Calvin
TIPT ,1200,7.4025,12/3/2014,32378329.41,7.26,7.415,4617,sell,Calvin
TIS  ,1449,28.0078,12/3/2014,8652370.411,27.67,27.67,57152,sell,Calvin
TISI ,56222,39.302355,12/3/2014,20358321.48,38.67,39.69,179364,sell,Calvin
TITAF,20000,0.0045,12/3/2014,133795111.1,99,99,20000,sell,Calvin
TITN ,1400,12.508438,12/3/2014,21056800.17,12.32,12.66,191245,sell,Calvin
TIVO ,2856,12.445,12/3/2014,112067631.4,12.02,12.475,2552868,sell,Calvin
TJX  ,340442,65.766691,12/3/2014,683392078.4,65.26,66.2,3620266,sell,Calvin
TK   ,6739,49.834286,12/3/2014,71479957.13,48.79,49.97,485422,sell,Calvin
TKAI ,100,14.53,12/3/2014,21365336.48,14.53,14.53,40901,sell,Calvin
TKC  ,39356,16.099313,12/3/2014,890991806.7,15.73,16.15,2510288,sell,Calvin
TKF  ,1187,11.8656,12/3/2014,5210467.233,11.82,11.82,5989,sell,Calvin
TKGBY,28670,4.2175,12/3/2014,4179183081,99,99,71460573,sell,Calvin
TKHVY,27200,40.95,12/3/2014,136193898.6,99,99,3564993,sell,Calvin
TKMR ,810,13.630556,12/3/2014,23066203.49,13.58,13.649,360539,sell,Calvin
TKOMY,4224,33.07335,12/3/2014,768556125.7,99,99,4504538,sell,Calvin
TKPPY,70480,15.899184,12/3/2014,464932835.8,99,99,5196628,sell,Calvin
TKPYY,3588,20.98403,12/3/2014,1591690966,99,99,4096479,sell,Calvin
TKR  ,14212,43.179454,12/3/2014,87723143.45,42.88,43.45,567985,sell,Calvin
TLK  ,43588,46.317578,12/3/2014,504544586.5,46.28,46.69,284303,sell,Calvin
TLLP ,306,57.263312,12/3/2014,76424483.21,54.48,54.48,473218,sell,Calvin
TLM  ,125139,4.640839,12/3/2014,1036039334,4.51,4.83,17488894,sell,Calvin
TLMR ,213000,13.863004,12/3/2014,69671670.42,13.59,14.22,240660,sell,Calvin
TLP  ,110,35.896056,12/3/2014,15881452.22,35.5,35.5,40122,sell,Calvin
TLR  ,1000,0.605,12/3/2014,9639915.025,0.58,0.63,17754,sell,Calvin
TLSYY,22998,24.01065,12/3/2014,2456875902,99,99,4347251,sell,Calvin
TLT  ,6100,120.491176,12/3/2014,46445573.93,120.42,120.77,4867908,sell,Calvin
TLTD ,62158,60.912886,12/3/2014,10189486.71,60.82,61.0292,34414,sell,Calvin
TLTE ,30598,51.458443,12/3/2014,4870635.83,51.31,51.51,14260,sell,Calvin
TLYS ,5800,7.1126,12/3/2014,11283508.42,6.97,7.2,267876,sell,Calvin
TM   ,39735,127.639189,12/3/2014,1682459900,127.4099,127.7448,6984809,sell,Calvin
TMH  ,3205,56.9091,12/3/2014,70473291.16,56.5,56.99,294932,sell,Calvin
TMHC ,266946,18.556671,12/3/2014,34293998.84,18.21,18.98,478917,sell,Calvin
TMK  ,1828342,53.498411,12/3/2014,128336278.9,52.86,53.68,1635447,sell,Calvin
TMO  ,429136,129.051756,12/3/2014,399202466.7,128.0264,129.33,1178262,sell,Calvin
TMP  ,300,50.29,12/3/2014,14595672.3,50.29,50.29,17814,sell,Calvin
TMST ,142815,32.553164,12/3/2014,45053818.74,32.41,32.89,431302,sell,Calvin
TMUS ,489770,28.416349,12/3/2014,794968568.7,27.99,28.64,9278886,sell,Calvin
TNA  ,400,76.675,12/3/2014,10853360.81,75.6,77.32,5789823,sell,Calvin
TNAV ,6398,7.076275,12/3/2014,38592341.7,6.86,7.14,139261,sell,Calvin
TNC  ,800,68.51,12/3/2014,18300683.52,68.35,68.58,43255,sell,Calvin
TNDM ,51035,14.140905,12/3/2014,23569290.8,14.04,14.46,96009,sell,Calvin
TNET ,9216,29.487689,12/3/2014,69980848.02,29.26,29.72,199254,sell,Calvin
TNGO ,43600,12.992976,12/3/2014,38747625.46,12.95,13.05,168252,sell,Calvin
TNH  ,50,120.01,12/3/2014,18548251.15,120.01,120.01,18757,sell,Calvin
TNK  ,300,4.5725,12/3/2014,69137312.75,4.56,4.59,525211,sell,Calvin
TNP  ,21421,7.1911,12/3/2014,83148189.38,7,7.19,284384,sell,Calvin
TNXP ,1900,6.463,12/3/2014,11100440.73,6.44,6.485,65754,sell,Calvin
TOELY,1046,18.444286,12/3/2014,685397072.7,99,99,5925329,sell,Calvin
TOL  ,30181,34.946971,12/3/2014,175516574.5,34.6361,35.1,1673891,sell,Calvin
TONPF,35014,773,12/3/2014,99,99,99,              NULL,sell,Calvin
TOO  ,1385,26.645424,12/3/2014,84414860.97,26.28,26.51,244711,sell,Calvin
TOPS ,1200,1.47,12/3/2014,17686890.28,1.44,1.5,26462,sell,Calvin
TOT  ,21361,56.516919,12/3/2014,2407298276,56.25,56.92,13308365,sell,Calvin
TOUR ,12274,12.292792,12/3/2014,99,11.6,12.56,610475,sell,Calvin
TOWR ,20250,25.223371,12/3/2014,20315728.88,24.61,25.85,181868,sell,Calvin
TPC  ,19306,25.215314,12/3/2014,47890294.4,24.9,25.53,154764,sell,Calvin
TPH  ,84809,15.13395,12/3/2014,160979066.9,15.05,15.29,1509685,sell,Calvin
TPLM ,53060,4.100609,12/3/2014,83508852.3,3.96,4.265,4063014,sell,Calvin
TPRE ,60503,14.924555,12/3/2014,102535854.3,14.86,14.93,227093,sell,Calvin
TPUB ,32526,21.44995,12/3/2014,24276138.48,19.28,21.5,78747,sell,Calvin
TPVG ,54000,14.7745,12/3/2014,9607783.614,14.865,14.95,74940,sell,Calvin
TPX  ,1538,54.977647,12/3/2014,60625872.07,54.77,55.201,657046,sell,Calvin
TQNT ,6774,24.830012,12/3/2014,174730091.1,24.5,25.03,2270389,sell,Calvin
TQQQ ,100,103.46,12/3/2014,11402184.42,103.46,103.46,2748474,sell,Calvin
TR   ,23600,29.258841,12/3/2014,37613976.73,29.115,29.26,69088,sell,Calvin
TRAK ,7075,49.26946,12/3/2014,52261845.29,47.77,49.41,424405,sell,Calvin
TRBAA,569972,69.532385,12/3/2014,87382921.08,99,99,127708,sell,Calvin
TREC ,18419,12.012717,12/3/2014,24891436.61,11.7,12.93,134993,sell,Calvin
TREX ,2323,41.623563,12/3/2014,31680670.52,41.42,41.95,243849,sell,Calvin
TRGP ,23198,107.079545,12/3/2014,40730903.04,103.45,107.66,736669,sell,Calvin
TRGT ,1334,2.395625,12/3/2014,34090251.5,2.36,2.36,75488,sell,Calvin
TRI  ,67175,39.871494,12/3/2014,797122481.7,38.77,40.04,1475254,sell,Calvin
TRIB ,14470,16.5682,12/3/2014,99,16.52,16.52,61051,sell,Calvin
TRIP ,37049,75.746113,12/3/2014,131473925.8,71.02,76.61,3306512,sell,Calvin
TRK  ,10913,21.316312,12/3/2014,41237466.55,21.224,21.41,91708,sell,Calvin
TRLA ,2545,49.399462,12/3/2014,37469675.04,49.28,49.41,535854,sell,Calvin
TRMB ,821352,28.581355,12/3/2014,253648487.2,26.9,28.88,1895482,sell,Calvin
TRMK ,852,23.56,12/3/2014,66953378.61,23.49,23.59,357150,sell,Calvin
TRN  ,56261,31.734492,12/3/2014,152624989.5,31.48,32,2705057,sell,Calvin
TRNO ,800,20.777143,12/3/2014,33275120.24,20.67,20.82,49560,sell,Calvin
TRNX ,13080,26.971718,12/3/2014,48100158.93,26.44,27.13,2443464,sell,Calvin
TROW ,40411,83.682315,12/3/2014,258048718.2,83.14,83.83,947165,sell,Calvin
TROX ,20390,22.932733,12/3/2014,60765459.62,21.93,22.86,412791,sell,Calvin
TRP  ,25856,48.811724,12/3/2014,699512146.8,48.06,49.13,3511560,sell,Calvin
TRQ  ,32831,3.213715,12/3/2014,2041835088,3.12,3.28,4425387,sell,Calvin
TRR  ,26100,6.5847,12/3/2014,29973069.24,6.51,6.51,12826,sell,Calvin
TRS  ,6768,32.29008,12/3/2014,44343587.38,32.05,32.48,161773,sell,Calvin
TRUE ,770188,20.887348,12/3/2014,74439986.7,19,21.23,1473691,sell,Calvin
TRUP ,500,5.93,12/3/2014,27791347.63,5.89,6.01,33611,sell,Calvin
TRV  ,362002,104.886487,12/3/2014,329864514.8,104.0728,105.25,2388705,sell,Calvin
TRVN ,7000,4.296341,12/3/2014,27277445.52,4.2,4.54,109032,sell,Calvin
TRW  ,9992,103.362884,12/3/2014,110358410.6,103.19,103.45,509468,sell,Calvin
TRX  ,600,0.893333,12/3/2014,99832000.01,0.88,0.9,893131,sell,Calvin
TRXC ,202900,2.013186,12/3/2014,68087373.76,1.96,4.14,149915,sell,Calvin
TS   ,50046,32.525305,12/3/2014,590633205.2,32.21,32.76,4393977,sell,Calvin
TSCDY,200634,8.8262,12/3/2014,2692962197,99,99,14584197,sell,Calvin
TSCO ,1327441,78.081566,12/3/2014,133272336.8,75.9,79,1783437,sell,Calvin
TSE  ,32211,15.807517,12/3/2014,47959984.79,15.14,16.01,83110,sell,Calvin
TSEM ,112729,13.397324,12/3/2014,49373999.15,13.15,13.5825,1523467,sell,Calvin
TSL  ,53866,9.847936,12/3/2014,99,9.75,9.89,2105059,sell,Calvin
TSLA ,42522,228.736108,12/3/2014,126861300.7,226.03,229.42,5299675,sell,Calvin
TSLX ,214640,17.4876,12/3/2014,53127610.09,17.5,17.5,140906,sell,Calvin
TSM  ,1633543,22.756146,12/3/2014,5039697759,22.665,22.93,24343050,sell,Calvin
TSN  ,1760822,41.348187,12/3/2014,304582065.3,40.35,41.535,6308093,sell,Calvin
TSNU ,2650,51,12/3/2014,30211764.71,51.19,51.19,187795,sell,Calvin
TSO  ,84530,77.207313,12/3/2014,125718090.7,76.84,78.52,3029940,sell,Calvin
TSQ  ,12420,12.430504,12/3/2014,8950508.522,12.31,12.6,23610,sell,Calvin
TSRA ,103407,34.847359,12/3/2014,52294359.82,34,35.1,883130,sell,Calvin
TSRO ,7999,34.23474,12/3/2014,35771546.65,33.625,34.35,216392,sell,Calvin
TSS  ,27695,33.492483,12/3/2014,186106730,33.39,33.63,768130,sell,Calvin
TSU  ,124533,22.598756,12/3/2014,503596601.1,22.31,23.09,1436379,sell,Calvin
TSUKF,5600,4130,12/3/2014,99,99,99,              NULL,sell,Calvin
TSYHY,91,10.65,12/3/2014,96204507.32,99,99,176804,sell,Calvin
TSYS ,3600,3.1,12/3/2014,54581684.36,3.06,3.17,402659,sell,Calvin
TTC  ,6385,66.56611,12/3/2014,54928668.67,65.65,66.825,111541,sell,Calvin
TTDKY,2,64.5,12/3/2014,127169339.6,99,99,1400727,sell,Calvin
TTEC ,25000,23.409629,12/3/2014,48463837.62,23.24,23.53,66040,sell,Calvin
TTEK ,940,26.635,12/3/2014,62029502.14,26.58,26.79,326920,sell,Calvin
TTGT ,18349,10.214282,12/3/2014,32895004.6,10.1,10.29,113613,sell,Calvin
TTHI ,400,6.3625,12/3/2014,35293881.93,6.34,6.41,8917,sell,Calvin
TTI  ,150485,5.57745,12/3/2014,78833645.42,5.33,5.88,1387589,sell,Calvin
TTM  ,261758,46.852322,12/3/2014,492065020,46.01,47.36,2116119,sell,Calvin
TTMI ,87600,6.924179,12/3/2014,81613254.48,6.79,7.02,364229,sell,Calvin
TTOO ,2400,18.92,12/3/2014,18019074.22,18.51,18.51,43892,sell,Calvin
TTPH ,4046,27.434,12/3/2014,30520115.91,27.31,27.56,434969,sell,Calvin
TTS  ,146621,9.998907,12/3/2014,50252497.16,9.14,10.08,354936,sell,Calvin
TTWO ,66668,28.087802,12/3/2014,80988204.31,27.06,28.175,1187787,sell,Calvin
TU   ,1526,37.025882,12/3/2014,605623660.1,36.92,37.15,1954489,sell,Calvin
TUES ,1300,20.635333,12/3/2014,43307693.03,20.44,20.69,428553,sell,Calvin
TUMI ,221393,22.001625,12/3/2014,65555031.91,21.28,22.27,1019287,sell,Calvin
TUP  ,52754,65.424282,12/3/2014,51322541.31,65.16,65.55,766464,sell,Calvin
TUR  ,10200,56.5924,12/3/2014,8579528.962,56.57,56.68,213851,sell,Calvin
TV   ,109515,36.307384,12/3/2014,513623582.2,36.22,36.42,1308144,sell,Calvin
TVPT ,1000,16.4395,12/3/2014,125116852.1,16.21,16.63,247726,sell,Calvin
TW   ,57004,113.625664,12/3/2014,69342317.16,112.16,113.99,450722,sell,Calvin
TWC  ,189530,148.972889,12/3/2014,281080414.9,148.12,149.58,1667000,sell,Calvin
TWI  ,2800,10.757708,12/3/2014,47892969.16,10.63,10.88,1159831,sell,Calvin
TWO  ,358813,10.462057,12/3/2014,364301970.2,10.4301,10.49,2127690,sell,Calvin
TWOU ,62808,18.513225,12/3/2014,38683110.73,17.8,18.56,135391,sell,Calvin
TWTR ,263413,38.991858,12/3/2014,633189578.3,38.4601,39.16,13206740,sell,Calvin
TWX  ,267410,83.868877,12/3/2014,844592600.6,83.63,84.24,3574872,sell,Calvin
TX   ,23376,20.406533,12/3/2014,99,19.96,20.56,196357,sell,Calvin
TXMD ,800,3.965,12/3/2014,151524288.6,3.85,4.03,528226,sell,Calvin
TXN  ,511842,55.146682,12/3/2014,1044157578,54.33,55.68,5441128,sell,Calvin
TXRH ,105303,32.165778,12/3/2014,70653961.73,31.98,32.37,625690,sell,Calvin
TXT  ,2359739,42.834875,12/3/2014,271722082.8,42.06,43.3,4358926,sell,Calvin
TXTR ,300,24.916667,12/3/2014,25328342.85,24.895,24.95,331238,sell,Calvin
TYC  ,1750106,43.579094,12/3/2014,414309480.5,42.7,43.75,2855487,sell,Calvin
TYL  ,10665,111.002048,12/3/2014,33189524.66,108.3,111.75,203233,sell,Calvin
TYPE ,6090,27.854581,12/3/2014,39132334.02,27.7,28.08,274265,sell,Calvin
TZA  ,3200,13.2042,12/3/2014,61761543.28,13.05,13.43,13380930,sell,Calvin
UA   ,58501,69.66229,12/3/2014,175540740.6,69.35,69.9375,1458496,sell,Calvin
UACL ,9200,27.156296,12/3/2014,30204093.42,27.135,27.2,30169,sell,Calvin
UAL  ,61001,58.945716,12/3/2014,371814376.6,57.93,59.79,4098407,sell,Calvin
UAM  ,6300,9.0064,12/3/2014,78392553.05,8.75,9.06,92769,sell,Calvin
UAMY ,8400,1,12/3/2014,66027000,1,1,10391,sell,Calvin
UBNK ,4362,14.064024,12/3/2014,50768710.36,13.92,14.11,110269,sell,Calvin
UBNT ,362272,28.666207,12/3/2014,86860787.28,28.385,29.065,665080,sell,Calvin
UBS  ,5436,18.115531,12/3/2014,99,18.04,18.18,798088,sell,Calvin
UBSH ,900,23.778889,12/3/2014,45704707.97,23.69,23.8,103477,sell,Calvin
UBSI ,3138,35.216508,12/3/2014,68338964.29,34.75,35.34,179153,sell,Calvin
UCBI ,5066,17.93608,12/3/2014,49487122.39,17.65,18.15,216683,sell,Calvin
UCFC ,4053,5.16908,12/3/2014,49409507.88,5.11,5.17,129787,sell,Calvin
UCTT ,15057,8.6714,12/3/2014,28779527.42,8.43,8.73,135745,sell,Calvin
UDR  ,130107,30.731332,12/3/2014,257201193.6,30.65,30.97,1373008,sell,Calvin
UEC  ,200,1.79,12/3/2014,87327910.61,1.79,1.79,1064723,sell,Calvin
UEIC ,27120,60.654514,12/3/2014,15719762.33,59.84,61.03,80950,sell,Calvin
UEPS ,37137,12.144212,12/3/2014,46651280.43,12.14,12.19,189414,sell,Calvin
UFCS ,3540,29.143593,12/3/2014,24502735.72,28.96,29.285,79967,sell,Calvin
UFI  ,1800,28.268333,12/3/2014,18470126.85,28.1,28.62,44707,sell,Calvin
UFPI ,358,48.761,12/3/2014,19693873.99,48.25,49.105,59973,sell,Calvin
UFPT ,1600,21.899,12/3/2014,7012540.464,21.6,21.64,9082,sell,Calvin
UFS  ,3053,41.210455,12/3/2014,64094037.03,40.93,41.33,540754,sell,Calvin
UGI  ,64138,37.775618,12/3/2014,171534970.1,37.545,38.04,1066783,sell,Calvin
UGP  ,52962,20.51418,12/3/2014,99,20.32,20.69,459362,sell,Calvin
UHAL ,5051,283.631296,12/3/2014,19366223.31,277,284.01,16155,sell,Calvin
UHS  ,171655,105.321729,12/3/2014,90827522.91,104.29,105.86,588070,sell,Calvin
UHT  ,318,48.90278,12/3/2014,12935569.27,48.79,49.037,31091,sell,Calvin
UIHC ,11699,19.305678,12/3/2014,20595913.97,18.94,19.36,130813,sell,Calvin
UIL  ,500,40.63,12/3/2014,56003225.2,40.68,40.68,415967,sell,Calvin
UIS  ,21958,26.816292,12/3/2014,49220250.07,26.2,26.96,293512,sell,Calvin
UL   ,84961,41.925354,12/3/2014,1296722457,41.86,42.2,4435454,sell,Calvin
ULTA ,12676,123.803973,12/3/2014,63538941.13,122.33,125.05,992051,sell,Calvin
ULTI ,1518,148.98875,12/3/2014,28363187.58,147.69,150.06,262701,sell,Calvin
ULTR ,1200,2.445,12/3/2014,137020732.5,2.41,2.41,50964,sell,Calvin
UMBF ,4812,54.387675,12/3/2014,45051687.85,54.3,54.59,185883,sell,Calvin
UMH  ,7700,9.481385,12/3/2014,24053691.32,9.46,9.67,79201,sell,Calvin
UMPQ ,10994,17.054688,12/3/2014,216189933.3,16.96,17.25,1412750,sell,Calvin
UN   ,77011,40.436882,12/3/2014,1731715523,40.3685,40.73,7188532,sell,Calvin
UNF  ,710,111.755455,12/3/2014,15029194.64,111.18,112,49351,sell,Calvin
UNFI ,28715,75.939761,12/3/2014,49776250.32,75.05,76.285,387482,sell,Calvin
UNG  ,800,19.27,12/3/2014,33275427.46,19.17,19.36,10745600,sell,Calvin
UNH  ,1244448,100.789071,12/3/2014,950654055.7,99.285,101.33,6660648,sell,Calvin
UNICY,61802,4.787692,12/3/2014,3029968637,99,99,12115276,sell,Calvin
UNIS ,64740,3.13925,12/3/2014,103167127.7,2.78,3.28,897369,sell,Calvin
UNM  ,1039009,32.991094,12/3/2014,254120895.7,32.77,33.46,3947528,sell,Calvin
UNP  ,155906,120.645578,12/3/2014,876762821.3,119.3,121.27,4914312,sell,Calvin
UNRDY,40,26.15,12/3/2014,991756415.6,99,99,3351420,sell,Calvin
UNT  ,17083,37.497638,12/3/2014,48643362.18,36.9,37.96,707953,sell,Calvin
UNTD ,15113,13.434575,12/3/2014,14168721.6,13.34,13.52,94990,sell,Calvin
UNXL ,500,6.105,12/3/2014,12462848.33,6.19,6.19,96006,sell,Calvin
UOVEY,51940,36.593824,12/3/2014,803891875.6,99,99,873023,sell,Calvin
UPIP ,5900,1.394,12/3/2014,109138781.6,1.36,1.43,2179137,sell,Calvin
UPL  ,143593,18.486439,12/3/2014,156268704.2,17.815,19.24,4229774,sell,Calvin
UPLD ,300,11.78,12/3/2014,14238785.51,11.81,11.86,275319,sell,Calvin
UPRO ,200,135.6,12/3/2014,7137347.61,135.51,135.68,1000221,sell,Calvin
UPS  ,116709,110.722985,12/3/2014,700345792.9,110.34,111.2099,3430754,sell,Calvin
UQM  ,4900,0.906802,12/3/2014,40207159.01,0.89,0.9369,67792,sell,Calvin
URBN ,750664,31.290619,12/3/2014,133526065.4,31.04,31.86,1865730,sell,Calvin
URG  ,36500,0.918413,12/3/2014,123897517.1,0.9063,0.9397,418514,sell,Calvin
URI  ,90565,112.100165,12/3/2014,96819429.68,109.57,112.88,1803347,sell,Calvin
URZ  ,1300,1.180909,12/3/2014,93454685.94,1.16,1.22,317592,sell,Calvin
USA  ,200,5.98,12/3/2014,176416000,5.98,5.99,204079,sell,Calvin
USAC ,1041,18.832133,12/3/2014,30374819.24,18.2,18.3,91229,sell,Calvin
USAK ,13769,21.462913,12/3/2014,10276061.23,20.798,21.42,107094,sell,Calvin
USAP ,10495,24.644271,12/3/2014,6901857.325,23.71,24.69,22750,sell,Calvin
USB  ,278317,44.23333,12/3/2014,1782639603,43.99,44.38,4387317,sell,Calvin
USB.P,16310,27.5001,12/3/2014,43368278.66,27.5,27.5,38678,sell,Calvin
USCR ,14500,28.086242,12/3/2014,13922297.57,28,28.3,83402,sell,Calvin
USEG ,100,1.42,12/3/2014,28692084.51,1.42,1.42,173376,sell,Calvin
USG  ,7700,28.870461,12/3/2014,142925070.8,28.8,28.91,639804,sell,Calvin
USLM ,1200,70.329091,12/3/2014,5492169.022,68.5,71.29,36224,sell,Calvin
USM  ,10372,38.0559,12/3/2014,49192209.88,36.09,38.33,65147,sell,Calvin
USNA ,110136,104.419168,12/3/2014,12461711.79,103.95,108.69,194162,sell,Calvin
USO  ,4200,25.649333,12/3/2014,34507004.2,25.53,25.8,12288330,sell,Calvin
USPH ,78225,39.872458,12/3/2014,12323993.1,38.99,43.35,73601,sell,Calvin
USTR ,16000,41.610694,12/3/2014,38581901.25,41.27,41.86,125397,sell,Calvin
UTEK ,24184,19.563232,12/3/2014,28079948.88,19.46,19.91,388163,sell,Calvin
UTHR ,144449,132.598255,12/3/2014,47871632.43,131.71,134.41,426858,sell,Calvin
UTI  ,2699,10.272315,12/3/2014,25667175.91,10.15,10.74,119878,sell,Calvin
UTIW ,263300,13.809585,12/3/2014,88212127.38,11.52,14.65,5444678,sell,Calvin
UTL  ,3600,35.3867,12/3/2014,13936809.03,35.54,35.54,31374,sell,Calvin
UTX  ,401542,111.057419,12/3/2014,900355773.9,109.7,111.36,3398070,sell,Calvin
UTX.P,2377,59,12/3/2014,20271186.44,60.33,60.33,17125,sell,Calvin
UUGRY,98,28.24,12/3/2014,339978059,99,99,1654889,sell,Calvin
UUUU ,100,7.2,12/3/2014,19300274.86,7.2,7.2,56611,sell,Calvin
UVE  ,35250,19.582436,12/3/2014,32841350.56,19.29,19.75,431552,sell,Calvin
UVV  ,13900,40.258181,12/3/2014,23078519.65,39.87,40.545,237470,sell,Calvin
UVXY ,64800,19.049,12/3/2014,22446515.48,18.83,19.1,7121744,sell,Calvin
V    ,125746,260.816192,12/3/2014,491650962.8,258.5,261.78,2345554,sell,Calvin
VAC  ,51147,74.422448,12/3/2014,32624612.79,73.92,74.91,137571,sell,Calvin
VAL  ,18485,83.870878,12/3/2014,81802210.91,83.02,84.03,523820,sell,Calvin
VALE ,296892,8.585669,12/3/2014,3147061732,8.495,8.6994,38069535,sell,Calvin
VALE.,5988,7.312308,12/3/2014,2015256443,7.31,7.39,24023610,sell,Calvin
VAR  ,24122,87.546176,12/3/2014,100417968.6,87.08,88.25,622776,sell,Calvin
VASC ,24928,26.839348,12/3/2014,17030005.92,26.65,27.27,182349,sell,Calvin
VB   ,300,116.983333,12/3/2014,82436708.19,116.9,117.04,382967,sell,Calvin
VC   ,19405,98.828294,12/3/2014,43426738.95,98.3701,98.89,444119,sell,Calvin
VCISY,132,13.4,12/3/2014,2386203688,99,99,10956181,sell,Calvin
VCIT ,164,86.09,12/3/2014,50549099.78,86.09,86.09,358939,sell,Calvin
VCR  ,858,116.55375,12/3/2014,11098205.1,116.51,116.629,127953,sell,Calvin
VCRA ,35940,9.975929,12/3/2014,25300972.44,9.84,10.03,98624,sell,Calvin
VCYT ,33528,6.326607,12/3/2014,22592948.63,6.29,6.69,62120,sell,Calvin
VDMCY,4556,11.936,12/3/2014,1505001962,99,99,2038976,sell,Calvin
VDSI ,135140,29.360752,12/3/2014,40534132.62,29.02,30.19,705671,sell,Calvin
VE   ,947,17.831429,12/3/2014,566473991.3,17.82,17.91,2335827,sell,Calvin
VEA  ,9121,39.582727,12/3/2014,607334409.5,39.56,39.6102,3647571,sell,Calvin
VEC  ,9844,29.372451,12/3/2014,9756385.009,26.17,29.29,105620,sell,Calvin
VECO ,5398,37.454203,12/3/2014,39719256.92,36.99,37.57,330247,sell,Calvin
VEEV ,77841,30.26891,12/3/2014,53962655.07,29.905,31.022,1932017,sell,Calvin
VET  ,10690,45.359111,12/3/2014,104661992.9,44.77,45.91,1257861,sell,Calvin
VEU  ,17385,49.017894,12/3/2014,259982295,48.98,49.07,1587325,sell,Calvin
VFC  ,81935,74.219958,12/3/2014,431808549,73.92,74.615,1159369,sell,Calvin
VFH  ,2034,49.370556,12/3/2014,48196570.98,49.37,49.37,145562,sell,Calvin
VG   ,57766,3.367086,12/3/2014,203837091.5,3.35,3.39,687295,sell,Calvin
VGGL ,15524,4.026986,12/3/2014,16738564.12,3.8799,4.4001,4549251,sell,Calvin
VGK  ,7613,55.114148,12/3/2014,220172694.9,55.065,55.22,3193750,sell,Calvin
VGM  ,4244,13.25,12/3/2014,54102226.42,13.23,13.23,183263,sell,Calvin
VGR  ,33870,22.07476,12/3/2014,109103561.4,21.79,22.21,681916,sell,Calvin
VGT  ,942,106.28,12/3/2014,62953024.65,106.28,106.28,214781,sell,Calvin
VHC  ,24571,4.698933,12/3/2014,53226968.21,4.67,4.78,382797,sell,Calvin
VIAB ,1066427,74.606456,12/3/2014,357353583.1,73.83,75.05,4591103,sell,Calvin
VICL ,18000,1.112121,12/3/2014,90985864.14,1.09,1.13,485577,sell,Calvin
VICR ,900,12.750909,12/3/2014,26509234.74,12.54,12.54,95623,sell,Calvin
VIG  ,28703,81.842111,12/3/2014,257559238.8,81.27,81.99,786336,sell,Calvin
VII  ,4875,1.723077,12/3/2014,9134897.118,1.7,1.74,84782,sell,Calvin
VIMC ,14400,6.61505,12/3/2014,99,6.59,6.69,275895,sell,Calvin
VIP  ,1700,5.032857,12/3/2014,99,4.99,5.06,1284901,sell,Calvin
VIPS ,544683,21.720349,12/3/2014,99,21.47,22.115,7512962,sell,Calvin
VISN ,700,10.3425,12/3/2014,99,10.33,10.35,18764,sell,Calvin
VIV  ,101520,18.954605,12/3/2014,743068144.4,18.83,19.1,2037665,sell,Calvin
VIVHY,48,25.31,12/3/2014,1359508026,99,99,3473218,sell,Calvin
VIVO ,16490,16.834344,12/3/2014,41256344.36,16.66,16.93,224832,sell,Calvin
VJET ,5200,10.22,12/3/2014,99,10.17,10.3,229096,sell,Calvin
VKI  ,2313,11.502,12/3/2014,45067821.25,11.66,11.66,287099,sell,Calvin
VLCCF,600,4.648333,12/3/2014,78429159.92,4.62,4.69,1160395,sell,Calvin
VLEEY,3048,61.3851,12/3/2014,159683368.7,99,99,977954,sell,Calvin
